,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,R_age,B_age,R_Stance,B_Stance,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,B_Weight_lbs,R_Weight_lbs,R_current_win_streak,B_current_win_streak,R_wins,R_losses,B_wins,B_losses
115,Jacob Kilburn,Austin Lingo,Marc Goddard,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Featherweight,25.0,26.0,Orthodox,Orthodox,175.26,177.8,182.88,177.8,145.0,145.0,0,0,0,1,0,1
116,Marlon Moraes,Rob Font,Marc Goddard,2020-12-19,"Las Vegas, Nevada, USA",Blue,Bantamweight,32.0,33.0,Orthodox,Orthodox,167.64,172.72,170.18,180.34,135.0,135.0,0,2,5,3,7,3
117,Sijara Eubanks,Pannie Kianzad,Mark Smith,2020-12-19,"Las Vegas, Nevada, USA",Blue,WomenBantamweight,35.0,29.0,Orthodox,Orthodox,162.56,170.18,170.18,167.64,135.0,135.0,2,0,4,3,2,2
118,Deron Winn,Antonio Arroyo,Dan Miragliotta,2020-12-19,"Las Vegas, Nevada, USA",Red,CatchWeight,31.0,31.0,Orthodox,Orthodox,167.64,190.5,177.8,185.42,185.0,185.0,1,0,1,2,0,1
119,Stephen Thompson,Geoff Neal,Marc Goddard,2020-12-19,"Las Vegas, Nevada, USA",Red,Welterweight,37.0,30.0,Orthodox,Southpaw,182.88,180.34,190.5,190.5,170.0,170.0,1,5,10,5,5,0
120,Jose Aldo,Marlon Vera,Dan Miragliotta,2020-12-19,"Las Vegas, Nevada, USA",Red,Bantamweight,34.0,28.0,Orthodox,Switch,170.18,172.72,177.8,177.8,135.0,135.0,7,0,10,6,10,5
121,Anthony Pettis,Alex Morono,Marc Goddard,2020-12-19,"Las Vegas, Nevada, USA",Red,Welterweight,33.0,30.0,Orthodox,Orthodox,177.8,180.34,182.88,182.88,170.0,155.0,0,2,10,9,7,4
122,Marcin Tybura,Greg Hardy,Dan Miragliotta,2020-12-19,"Las Vegas, Nevada, USA",Red,Heavyweight,35.0,32.0,Orthodox,Orthodox,190.5,195.58,198.12,203.2,265.0,249.0,0,0,7,5,4,3
123,Michel Pereira,Khaos Williams,Mark Smith,2020-12-19,"Las Vegas, Nevada, USA",Red,Welterweight,27.0,26.0,Orthodox,Orthodox,185.42,182.88,185.42,195.58,170.0,170.0,1,2,2,2,2,0
124,Gillian Robertson,Taila Santos,Mark Smith,2020-12-19,"Las Vegas, Nevada, USA",Blue,WomenFlyweight,25.0,27.0,Orthodox,Orthodox,165.1,167.64,160.02,172.72,125.0,125.0,2,0,6,2,1,1
125,Jimmy Flick,Cody Durden,Jerin Valel,2020-12-19,"Las Vegas, Nevada, USA",Red,Flyweight,30.0,29.0,Orthodox,Southpaw,170.18,170.18,172.72,170.18,125.0,125.0,0,0,0,0,0,1
126,Tafon Nchukwi,Jamie Pickett,Chris Tognoni,2020-12-19,"Las Vegas, Nevada, USA",Red,Middleweight,26.0,32.0,Orthodox,Orthodox,182.88,187.96,195.58,203.2,185.0,205.0,0,0,0,0,0,0
127,Christos Giagos,Carlton Minus,Chris Tognoni,2020-12-19,"Las Vegas, Nevada, USA",Red,CatchWeight,30.0,27.0,Orthodox,Orthodox,177.8,177.8,180.34,190.5,170.0,155.0,0,0,3,4,0,1
128,Renato Moicano,Rafael Fiziev,Chris Tognoni,2020-12-12,"Las Vegas, Nevada, USA",Blue,Lightweight,31.0,27.0,Orthodox,Switch,180.34,172.72,182.88,180.34,155.0,155.0,3,0,6,3,2,1
129,Kevin Holland,Jacare Souza,Mark Smith,2020-12-12,"Las Vegas, Nevada, USA",Red,Middleweight,28.0,41.0,Orthodox,Orthodox,190.5,185.42,205.74,182.88,185.0,185.0,0,5,7,2,9,5
130,Mackenzie Dern,Virna Jandiroba,Jason Herzog,2020-12-12,"Las Vegas, Nevada, USA",Red,WomenStrawweight,27.0,32.0,Orthodox,Orthodox,162.56,160.02,160.02,162.56,115.0,115.0,2,0,4,1,2,1
131,Tony Ferguson,Charles Oliveira,Mark Smith,2020-12-12,"Las Vegas, Nevada, USA",Blue,Lightweight,36.0,31.0,Orthodox,Orthodox,180.34,177.8,193.04,187.96,155.0,155.0,3,2,15,2,17,9
132,Deiveson Figueiredo,Brandon Moreno,Jason Herzog,2020-12-12,"Las Vegas, Nevada, USA",Draw,Flyweight,32.0,27.0,Orthodox,Orthodox,165.1,170.18,172.72,177.8,125.0,125.0,4,3,9,1,6,3
133,Junior Dos Santos,Ciryl Gane,Jerin Valel,2020-12-12,"Las Vegas, Nevada, USA",Blue,Heavyweight,36.0,30.0,Orthodox,Orthodox,193.04,193.04,195.58,205.74,245.0,238.0,9,3,15,7,3,0
134,Gavin Tucker,Billy Quarantillo,Jerin Valel,2020-12-12,"Las Vegas, Nevada, USA",Red,Featherweight,34.0,32.0,Southpaw,Orthodox,167.64,177.8,167.64,177.8,145.0,145.0,1,3,3,1,3,0
135,Cub Swanson,Daniel Pineda,Mark Smith,2020-12-12,"Las Vegas, Nevada, USA",Red,Featherweight,37.0,35.0,Orthodox,Orthodox,172.72,170.18,177.8,175.26,145.0,145.0,0,2,11,7,4,4
136,Tecia Torres,Sam Hughes,Jason Herzog,2020-12-12,"Las Vegas, Nevada, USA",Red,WomenStrawweight,31.0,28.0,Orthodox,Orthodox,154.94,165.1,152.4,162.56,115.0,115.0,3,0,7,5,0,0
137,Chase Hooper,Peter Barrett,Chris Tognoni,2020-12-12,"Las Vegas, Nevada, USA",Red,Featherweight,21.0,34.0,Southpaw,Southpaw,185.42,177.8,187.96,185.42,145.0,145.0,1,0,1,1,0,1
138,Gabriel Benitez,Justin Jaynes,,2020-12-05,"Las Vegas, Nevada, USA",Red,Lightweight,32.0,31.0,Southpaw,Orthodox,172.72,170.18,180.34,172.72,155.0,155.0,2,1,5,4,1,1
139,Roman Dolidze,John Allan,Herb Dean,2020-12-05,"Las Vegas, Nevada, USA",Red,LightHeavyweight,32.0,27.0,Orthodox,Orthodox,187.96,185.42,193.04,190.5,205.0,205.0,1,0,1,0,0,1
140,Ilia Topuria,Damon Jackson,Mark Smith,2020-12-05,"Las Vegas, Nevada, USA",Red,Featherweight,23.0,32.0,Orthodox,Switch,170.18,180.34,175.26,180.34,145.0,145.0,1,0,1,0,1,3
141,Louis Smolka,Jose Quinonez,Jason Herzog,2020-12-05,"Las Vegas, Nevada, USA",Red,Bantamweight,29.0,30.0,Orthodox,Southpaw,175.26,172.72,172.72,175.26,135.0,135.0,1,0,7,7,5,3
142,Gian Villante,Jake Collier,Chris Tognoni,2020-12-05,"Las Vegas, Nevada, USA",Blue,Heavyweight,35.0,32.0,Orthodox,Orthodox,190.5,190.5,193.04,198.12,230.0,230.0,0,0,7,9,3,4
143,Ovince Saint Preux,Jamahal Hill,Jason Herzog,2020-12-05,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,37.0,29.0,Southpaw,Southpaw,190.5,193.04,203.2,200.66,205.0,205.0,4,1,13,9,1,1
144,Matt Wiman,Jordan Leavitt,Chris Tognoni,2020-12-05,"Las Vegas, Nevada, USA",Blue,Lightweight,37.0,25.0,Orthodox,Southpaw,177.8,175.26,172.72,180.34,155.0,155.0,0,0,10,7,0,0
145,Jack Hermansson,Marvin Vettori,Herb Dean,2020-12-05,"Las Vegas, Nevada, USA",Blue,Middleweight,32.0,27.0,Orthodox,Southpaw,185.42,182.88,195.58,187.96,185.0,185.0,1,1,8,3,5,3
146,Ashlee Evans-Smith,Norma Dumont,Jason Herzog,2020-11-28,"Las Vegas, Nevada, USA",Blue,WomenBantamweight,33.0,30.0,Orthodox,Orthodox,172.72,170.18,170.18,170.18,135.0,135.0,0,0,3,4,0,1
147,Jonathan Pearce,Kai Kamaka,Dan Miragliotta,2020-11-28,"Las Vegas, Nevada, USA",Red,Featherweight,28.0,25.0,Switch,Orthodox,182.88,170.18,180.34,175.26,145.0,145.0,0,1,0,1,1,0
148,Miguel Baeza,Takashi Sato,Dan Miragliotta,2020-11-28,"Las Vegas, Nevada, USA",Red,Welterweight,28.0,30.0,Orthodox,Southpaw,187.96,177.8,187.96,185.42,170.0,170.0,2,1,2,0,2,1
149,Josh Parisian,Parker Porter,Mark Smith,2020-11-28,"Las Vegas, Nevada, USA",Blue,Heavyweight,31.0,35.0,Orthodox,Orthodox,193.04,182.88,200.66,190.5,265.0,265.0,0,0,0,0,0,1
150,Anthony Smith,Devin Clark,Herb Dean,2020-11-28,"Las Vegas, Nevada, USA",Red,LightHeavyweight,32.0,30.0,Orthodox,Orthodox,193.04,182.88,193.04,190.5,205.0,205.0,0,0,8,6,6,4
151,Spike Carlyle,Bill Algeo,Herb Dean,2020-11-28,"Las Vegas, Nevada, USA",Blue,Featherweight,27.0,31.0,Switch,Switch,172.72,182.88,180.34,185.42,145.0,145.0,1,0,1,1,0,1
152,Martin Day,Anderson Dos Santos,Herb Dean,2020-11-28,"Las Vegas, Nevada, USA",Blue,Bantamweight,32.0,35.0,Orthodox,Orthodox,177.8,165.1,185.42,177.8,135.0,145.0,0,0,0,2,0,2
153,Luke Sanders,Nate Maness,Jason Herzog,2020-11-28,"Las Vegas, Nevada, USA",Blue,CatchWeight,34.0,29.0,Southpaw,Orthodox,167.64,177.8,170.18,182.88,135.0,135.0,1,1,3,3,1,0
154,Gina Mazany,Rachael Ostovich,Mark Smith,2020-11-28,"Las Vegas, Nevada, USA",Red,WomenFlyweight,32.0,29.0,Southpaw,Orthodox,167.64,160.02,172.72,157.48,125.0,125.0,0,1,1,4,1,2
155,Su Mudaerji,Malcolm Gordon,Dan Miragliotta,2020-11-28,"Las Vegas, Nevada, USA",Red,Flyweight,24.0,30.0,Southpaw,Switch,172.72,170.18,182.88,180.34,125.0,125.0,0,0,1,1,0,1
156,Brandon Moreno,Brandon Royval,Marc Goddard,2020-11-21,"Las Vegas, Nevada, USA",Red,Flyweight,26.0,28.0,Orthodox,Southpaw,170.18,175.26,177.8,172.72,125.0,125.0,3,2,5,3,2,0
157,Joaquin Buckley,Jordan Wright,Herb Dean,2020-11-21,"Las Vegas, Nevada, USA",Red,Middleweight,26.0,29.0,Southpaw,Orthodox,177.8,187.96,193.04,195.58,205.0,185.0,0,1,1,1,1,0
158,Katlyn Chookagian,Cynthia Calvillo,Mark Smith,2020-11-21,"Las Vegas, Nevada, USA",Red,WomenFlyweight,31.0,33.0,Orthodox,Orthodox,175.26,162.56,172.72,162.56,125.0,125.0,1,3,7,4,6,2
159,Antonina Shevchenko,Ariane Lipski,Chris Tognoni,2020-11-21,"Las Vegas, Nevada, USA",Red,WomenFlyweight,36.0,26.0,Southpaw,Orthodox,172.72,167.64,170.18,170.18,125.0,125.0,1,0,2,2,2,2
160,Valentina Shevchenko,Jennifer Maia,Herb Dean,2020-11-21,"Las Vegas, Nevada, USA",Red,WomenFlyweight,32.0,32.0,Southpaw,Orthodox,165.1,162.56,167.64,162.56,125.0,125.0,1,0,8,2,3,2
161,Deiveson Figueiredo,Alex Perez,Marc Goddard,2020-11-21,"Las Vegas, Nevada, USA",Red,Flyweight,32.0,28.0,Orthodox,Orthodox,165.1,167.64,172.72,165.1,125.0,125.0,4,3,8,1,6,1
162,Mauricio Rua,Paul Craig,Herb Dean,2020-11-21,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,38.0,32.0,Orthodox,Orthodox,185.42,190.5,193.04,193.04,205.0,205.0,0,1,11,10,5,5
163,Mike Perry,Tim Means,Marc Goddard,2020-11-21,"Las Vegas, Nevada, USA",Blue,Welterweight,29.0,36.0,Orthodox,Orthodox,177.8,187.96,180.34,190.5,170.0,170.0,2,2,7,6,12,10
164,Alan Jouban,Jared Gooden,Chris Tognoni,2020-11-21,"Las Vegas, Nevada, USA",Red,Welterweight,38.0,26.0,Southpaw,Orthodox,182.88,182.88,185.42,195.58,170.0,170.0,1,0,7,5,0,0
165,Daniel Rodriguez,Nicolas Dalby,Mark Smith,2020-11-21,"Las Vegas, Nevada, USA",Blue,Welterweight,33.0,36.0,Southpaw,Orthodox,185.42,180.34,187.96,187.96,170.0,170.0,3,1,3,0,2,4
166,Louis Cosce,Sasha Palatnikov,Chris Tognoni,2020-11-21,"Las Vegas, Nevada, USA",Blue,Welterweight,25.0,31.0,Orthodox,Switch,175.26,185.42,180.34,182.88,170.0,170.0,0,0,0,0,0,0
167,Kyle Daukaus,Dustin Stoltzfus,Mark Smith,2020-11-21,"Las Vegas, Nevada, USA",Red,Middleweight,27.0,29.0,Southpaw,Orthodox,190.5,182.88,193.04,190.5,185.0,185.0,0,0,0,1,0,0
168,Ashley Yoder,Miranda Granger,Jason Herzog,2020-11-14,"Las Vegas, Nevada, USA",Red,WomenStrawweight,33.0,28.0,Southpaw,Orthodox,170.18,170.18,175.26,172.72,125.0,115.0,0,1,2,5,1,1
169,Kay Hansen,Cory McKenna,Jason Herzog,2020-11-14,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,21.0,21.0,Orthodox,Orthodox,157.48000000000002,160.02,160.02,147.32,115.0,115.0,1,0,1,0,0,0
170,Randa Markos,Kanako Murata,Mark Smith,2020-11-14,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,35.0,27.0,Orthodox,Orthodox,162.56,154.94,160.02,157.48,115.0,115.0,0,0,6,9,0,0
171,Brendan Allen,Sean Strickland,Herb Dean,2020-11-14,"Las Vegas, Nevada, USA",Blue,CatchWeight,24.0,29.0,Orthodox,Orthodox,187.96,185.42,190.5,193.04,185.0,185.0,3,2,3,0,8,3
172,Geraldo de Freitas,Tony Gravely,Chris Tognoni,2020-11-14,"Las Vegas, Nevada, USA",Blue,Bantamweight,29.0,29.0,Orthodox,Orthodox,170.18,165.1,182.88,175.26,135.0,135.0,1,0,1,1,0,1
173,Alex Morono,Rhys McKee,Jason Herzog,2020-11-14,"Las Vegas, Nevada, USA",Red,Welterweight,30.0,25.0,Orthodox,Orthodox,180.34,187.96,182.88,198.12,170.0,170.0,2,0,6,4,0,1
174,Abdul Razak Alhassan,Khaos Williams,Mark Smith,2020-11-14,"Las Vegas, Nevada, USA",Blue,Welterweight,35.0,26.0,Orthodox,Orthodox,177.8,182.88,185.42,195.58,170.0,170.0,1,1,4,2,1,0
175,Paul Felder,Rafael Dos Anjos,Herb Dean,2020-11-14,"Las Vegas, Nevada, USA",Blue,Lightweight,36.0,36.0,Orthodox,Southpaw,180.34,172.72,177.8,177.8,155.0,155.0,2,0,9,5,18,11
176,Don'Tale Mayes,Roque Martinez,Chris Tognoni,2020-11-14,"Las Vegas, Nevada, USA",Red,Heavyweight,28.0,34.0,Orthodox,Orthodox,198.12,177.8,205.74,182.88,250.0,260.0,0,0,0,2,0,1
177,Thiago Santos,Glover Teixeira,Herb Dean,2020-11-07,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,36.0,41.0,Orthodox,Orthodox,187.96,187.96,193.04,193.04,205.0,205.0,0,5,13,6,14,5
178,Andrei Arlovski,Tanner Boser,Mark Smith,2020-11-07,"Las Vegas, Nevada, USA",Red,Heavyweight,41.0,29.0,Orthodox,Orthodox,190.5,187.96,195.58,190.5,255.0,240.0,1,1,18,14,3,1
179,Alexandr Romanov,Marcos Rogerio de Lima,Herb Dean,2020-11-07,"Las Vegas, Nevada, USA",Red,Heavyweight,29.0,35.0,Southpaw,Orthodox,187.96,185.42,190.5,190.5,253.0,262.0,1,2,1,0,6,4
180,Claudia Gadelha,Yan Xiaonan,Jason Herzog,2020-11-07,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,31.0,31.0,Orthodox,Orthodox,162.56,165.1,160.02,160.02,115.0,115.0,1,5,7,4,5,0
181,Darren Elkins,Eduardo Garagorri,Chris Tognoni,2020-11-07,"Las Vegas, Nevada, USA",Red,Featherweight,36.0,31.0,Orthodox,Orthodox,177.8,175.26,180.34,177.8,145.0,145.0,1,1,14,8,1,1
182,Giga Chikadze,Jamey Simmons,Herb Dean,2020-11-07,"Las Vegas, Nevada, USA",Red,Featherweight,32.0,28.0,Orthodox,Orthodox,182.88,167.64,187.96,177.8,145.0,145.0,4,0,4,0,0,0
183,Raoni Barcelos,Khalid Taha,Jason Herzog,2020-11-07,"Las Vegas, Nevada, USA",Red,Bantamweight,33.0,28.0,Orthodox,Orthodox,170.18,165.1,170.18,175.26,135.0,135.0,4,0,4,0,1,2
184,Trevin Giles,Bevon Lewis,Mark Smith,2020-11-07,"Las Vegas, Nevada, USA",Red,Middleweight,28.0,29.0,Orthodox,Orthodox,182.88,190.5,187.96,200.66,185.0,185.0,2,0,3,2,1,2
185,Gustavo Lopez,Anthony Birchak,Chris Tognoni,2020-11-07,"Las Vegas, Nevada, USA",Red,Bantamweight,31.0,34.0,Orthodox,Orthodox,165.1,172.72,170.18,175.26,135.0,135.0,0,0,0,1,2,2
186,Max Griffin,Ramiz Brahimaj,Mark Smith,2020-11-07,"Las Vegas, Nevada, USA",Red,Welterweight,34.0,27.0,Orthodox,Orthodox,180.34,177.8,193.04,182.88,170.0,170.0,0,0,3,6,0,0
187,Chris Gruetzemacher,Alexander Hernandez,Mark Smith,2020-10-31,"Las Vegas, Nevada, USA",Blue,Lightweight,34.0,28.0,Orthodox,Orthodox,172.72,175.26,172.72,182.88,155.0,155.0,1,2,2,2,3,2
188,Adrian Yanez,Victor Rodriguez,Herb Dean,2020-10-31,"Las Vegas, Nevada, USA",Red,Bantamweight,26.0,28.0,Orthodox,Switch,170.18,165.1,177.8,170.18,135.0,135.0,0,0,0,0,0,0
189,Maurice Greene,Greg Hardy,Herb Dean,2020-10-31,"Las Vegas, Nevada, USA",Blue,Heavyweight,34.0,32.0,Orthodox,Orthodox,200.66,195.58,203.2,203.2,265.0,258.0,3,0,4,2,3,3
190,Sean Strickland,Jack Marshman,Keith Peterson,2020-10-31,"Las Vegas, Nevada, USA",Red,Middleweight,29.0,30.0,Orthodox,Orthodox,185.42,182.88,193.04,185.42,185.0,185.0,2,1,7,3,3,4
191,Bobby Green,Thiago Moises,Keith Peterson,2020-10-31,"Las Vegas, Nevada, USA",Blue,Lightweight,34.0,25.0,Orthodox,Orthodox,177.8,175.26,180.34,177.8,155.0,155.0,4,0,8,6,2,2
192,Kevin Holland,Charlie Ontiveros,Mark Smith,2020-10-31,"Las Vegas, Nevada, USA",Red,Middleweight,27.0,29.0,Orthodox,Switch,190.5,187.96,205.74,198.12,185.0,185.0,0,0,6,2,0,0
193,Uriah Hall,Anderson Silva,Herb Dean,2020-10-31,"Las Vegas, Nevada, USA",Red,Middleweight,36.0,45.0,Orthodox,Southpaw,182.88,187.96,200.66,195.58,185.0,185.0,0,16,8,7,17,7
194,Bryce Mitchell,Andre Fili,Keith Peterson,2020-10-31,"Las Vegas, Nevada, USA",Red,Featherweight,26.0,30.0,Southpaw,Orthodox,177.8,180.34,177.8,187.96,145.0,145.0,4,1,4,0,9,6
195,Dustin Jacoby,Justin Ledet,Chris Tognoni,2020-10-31,"Las Vegas, Nevada, USA",Red,LightHeavyweight,32.0,32.0,Orthodox,Orthodox,190.5,193.04,193.04,203.2,205.0,205.0,0,3,0,2,3,3
196,Cole Williams,Jason Witt,Mark Smith,2020-10-31,"Las Vegas, Nevada, USA",Blue,Welterweight,36.0,33.0,Orthodox,Orthodox,182.88,177.8,185.42,177.8,170.0,170.0,0,0,0,1,0,1
197,Miles Johns,Kevin Natividad,Chris Tognoni,2020-10-31,"Las Vegas, Nevada, USA",Red,Bantamweight,26.0,27.0,Orthodox,Orthodox,170.18,167.64,167.64,177.8,145.0,135.0,1,0,1,1,0,0
198,Jacob Malkoun,Phil Hawes,Jason Herzog,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Middleweight,25.0,31.0,Orthodox,Orthodox,175.26,182.88,185.42,195.58,185.0,185.0,0,0,0,0,0,0
199,Alexander Volkov,Walt Harris,Lukasz Bosacki,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Heavyweight,32.0,37.0,Orthodox,Southpaw,200.66,195.58,203.2,195.58,250.0,250.0,4,0,5,2,6,8
200,Magomed Ankalaev,Ion Cutelaba,Anders Ohlsson,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,LightHeavyweight,28.0,26.0,Orthodox,Southpaw,190.5,185.42,190.5,190.5,205.0,205.0,0,0,4,1,4,4
201,Stefan Struve,Tai Tuivasa,Jason Herzog,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Heavyweight,32.0,27.0,Orthodox,Southpaw,210.82,187.96,213.36,190.5,264.0,265.0,0,3,13,10,3,3
202,Robert Whittaker,Jared Cannonier,Anders Ohlsson,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Middleweight,29.0,36.0,Orthodox,Switch,182.88,180.34,185.42,195.58,185.0,185.0,2,0,12,3,6,4
203,Lauren Murphy,Liliya Shakirova,Lukasz Bosacki,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,WomenFlyweight,37.0,29.0,Orthodox,Orthodox,165.1,162.56,170.18,165.1,125.0,125.0,0,0,5,4,0,0
204,Khabib Nurmagomedov,Justin Gaethje,Jason Herzog,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Lightweight,32.0,31.0,Orthodox,Orthodox,177.8,180.34,177.8,177.8,155.0,155.0,12,1,12,0,5,2
205,Nathaniel Wood,Casey Kenney,Anders Ohlsson,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,CatchWeight,27.0,29.0,Orthodox,Southpaw,167.64,170.18,175.26,172.72,140.0,140.0,3,2,4,1,4,1
206,Joel Alvarez,Alexander Yakovlev,Jason Herzog,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Lightweight,26.0,36.0,Orthodox,Southpaw,190.5,190.5,195.58,187.96,155.0,155.0,0,0,2,1,3,5
207,Liana Jojua,Miranda Maverick,Lukasz Bosacki,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,WomenFlyweight,25.0,23.0,Orthodox,Southpaw,162.56,160.02,157.48,165.1,125.0,125.0,0,0,1,1,0,0
208,Da-Un Jung,Sam Alvey,Anders Ohlsson,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,LightHeavyweight,26.0,34.0,Orthodox,Southpaw,193.04,187.96,198.12,190.5,205.0,205.0,2,0,2,0,10,9
209,Alex Oliveira,Shavkat Rakhmonov,Lukasz Bosacki,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Welterweight,32.0,26.0,Orthodox,Orthodox,180.34,185.42,193.04,195.58,170.0,170.0,0,0,11,7,0,0
210,Katlyn Chookagian,Jessica Andrade,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,WomenFlyweight,31.0,29.0,Orthodox,Orthodox,175.26,154.94,172.72,157.48,115.0,125.0,1,0,7,3,11,6
211,Thomas Almeida,Jonathan Martinez,Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Featherweight,29.0,26.0,Southpaw,Southpaw,170.18,172.72,177.8,177.8,135.0,145.0,4,0,5,3,3,2
212,Jimmy Crute,Modestas Bukauskas,Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,LightHeavyweight,24.0,26.0,Orthodox,Switch,187.96,190.5,187.96,198.12,205.0,205.0,2,1,3,1,1,0
213,Mateusz Gamrot,Guram Kutateladze,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Lightweight,29.0,28.0,Southpaw,Orthodox,177.8,180.34,177.8,182.88,155.0,155.0,0,0,0,0,0,0
214,Junyong Park,John Phillips,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Middleweight,29.0,35.0,Orthodox,Southpaw,177.8,180.34,185.42,190.5,185.0,185.0,0,0,1,1,1,4
215,Gillian Robertson,Poliana Botelho,Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,WomenFlyweight,25.0,31.0,Orthodox,Orthodox,165.1,172.72,160.02,170.18,115.0,125.0,2,2,5,2,3,1
216,Claudio Silva,James Krause,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Welterweight,38.0,34.0,Southpaw,Orthodox,180.34,187.96,180.34,185.42,170.0,170.0,5,1,5,0,8,4
217,Brian Ortega,Chan Sung Jung,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Featherweight,29.0,33.0,Switch,Orthodox,172.72,170.18,175.26,182.88,145.0,145.0,0,3,6,2,6,2
218,Gadzhimurad Antigulov,Maxim Grishin,Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,LightHeavyweight,33.0,36.0,Orthodox,Orthodox,180.34,190.5,177.8,198.12,220.0,205.0,2,0,2,3,0,1
219,Said Nurmagomedov,Mark Striegl,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Bantamweight,28.0,32.0,Orthodox,Southpaw,172.72,172.72,177.8,177.8,135.0,135.0,2,0,2,1,0,0
220,Jamie Mullarkey,Fares Ziam,Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Lightweight,26.0,23.0,Orthodox,Orthodox,182.88,185.42,187.96,190.5,155.0,155.0,0,0,0,1,0,1
221,Marlon Moraes,Cory Sandhagen,Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Bantamweight,32.0,28.0,Orthodox,Switch,167.64,180.34,170.18,177.8,135.0,135.0,0,5,5,2,5,1
222,Tom Breese,KB Bhullar,Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Middleweight,29.0,28.0,Southpaw,Switch,190.5,193.04,185.42,198.12,185.0,185.0,3,0,4,2,0,0
223,Chris Daukaus,Rodrigo Nascimento,Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Heavyweight,31.0,27.0,Orthodox,Orthodox,190.5,187.96,193.04,203.2,246.0,250.0,1,1,1,0,1,0
224,Markus Perez,Dricus Du Plessis,Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Middleweight,32.0,26.0,Orthodox,Switch,185.42,185.42,185.42,193.04,185.0,185.0,0,0,2,3,0,0
225,Ben Rothwell,Marcin Tybura,Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Heavyweight,38.0,34.0,Orthodox,Orthodox,193.04,190.5,198.12,198.12,249.0,265.0,0,0,8,6,6,5
226,Youssef Zalal,Ilia Topuria,Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Featherweight,24.0,23.0,Switch,Orthodox,177.8,170.18,182.88,175.26,145.0,145.0,3,0,3,0,0,0
227,Tom Aspinall,Alan Baudot,Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Heavyweight,27.0,32.0,Orthodox,Orthodox,195.58,190.5,198.12,200.66,243.0,256.0,1,0,1,0,0,0
228,Edson Barboza,Makwan Amirkhani,Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Featherweight,34.0,31.0,Orthodox,Southpaw,180.34,177.8,190.5,182.88,145.0,145.0,4,3,14,9,6,2
